"","GSIName","OrigName","SrcName","Type","Depth_m","Dpth.Rck_m","DTRConfid","DrillDate","Easting","Northing","Loc_Acc","Townland","Town","County","SixInShtNo","SourceUse","YldClass","ProdClass","Yield_m3d","Abstr_m3d","Ovrflw_m3d","AbstrDDm","SC_m3dm","cas1dia_mm","Wtrstrk1_m","Wtrstrk2_m","Wtrstrk3_m","Wtrstrk4_m","Wtrloss1_m","GenComms","DrillComms","CasingComs"
"1","2617NEW269","WTB/KLD.1307",NA,"Borehole",19.8,9.1,"Bedrock Met",1971-09-17,283700,183700,"to 10m","BALLYRAGGAN","Rathvilly","Kildare","40","Domestic use only","Poor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2617NEW270","MW2",NA,"Borehole",6,NA,"Bedrock Not Met",1997-10-29,279030,186540,"to 10m","SAINTJOHNS",NA,"Kildare","38","Unknown",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"DRILLER- KELLY & SONS.  50mm PVC RISER ( 0-3m ).  50mm PVC SCREEN"
"3","2617NEW271","MW3",NA,"Borehole",8.2,NA,"Bedrock Not Met",1997-10-29,279120,186540,"to 10m","SAINTJOHNS",NA,"Kildare","38","Other",NA,NA,NA,NA,NA,NA,NA,NA,5.45,NA,NA,NA,NA,NA,NA,"DRILLER- KELLY & SONS.  50mm PVC RISER ( 0-5m ).  50mm PVC SCREEN"
"4","2617NEW272","MW4",NA,"Borehole",6,NA,"Bedrock Not Met",1997-10-30,280070,186440,"to 10m","PLUNKETSTOWN LOWER",NA,"Kildare","38","Other",NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,"DRILLER- KELLY & SONS.  50mm PVC RISER ( 0-3m ).  50mm PVC SCREEN"
"5","2617NEW282","ILC WELL NO 1658",NA,"Borehole",28.3,6.1,NA,1971-08-30,282060,185710,"to 10m","KNOCKROE",NA,"Kildare","38","Unknown","Moderate","IV",43.6,NA,NA,NA,NA,152,NA,NA,NA,NA,NA,"KAVANAGH ESTATE",NA,"STEEL LINING.  72 HOUR PUMP TEST"
"6","2617NWW250","OB 1",NA,"Borehole",30,24,"Bedrock Met",1999-12-06,274330,188970,"to 10m","KILKEA LODGE FARM",NA,"Kildare","37","Other",NA,NA,NA,NA,NA,NA,NA,150,24,NA,NA,NA,NA,NA,"the dipping reference level could NOT be correct. on the accompanying map they have water levels  
at 97 m yet the topography in the area is around 77m OD.","DRILLER- S.KELLY.  METHOD- AIR ROTARY.  WELL DIAMETER- 200mm(0-30m).  200mm STEEL CASING.  SCREEN-20-30m.  INFLOW AT TOP OF BEDROCK"
"7","2617NWW251","PW1",NA,"Borehole",36,27,"Bedrock Met",1999-11-30,274240,188840,"to 10m","KILKEA LODGE FARM",NA,"Kildare","37","Unknown","Good","II",126,NA,NA,NA,93,200,NA,NA,NA,NA,NA,"GODFREY GREENS","Driller Seamus Kelly","DRILLER- S.KELLY.  METHOD- AIR ROTARY.  DIAMETER- 200mm (0-20m) 150mm (20-36m).  STEEL CASING.  SCREEN- 26-36m.  WATER INFLOW- 27-36m"
"8","2617NWW252","PW 2",NA,"Borehole",72,9,"Bedrock Met",1999-11-25,273860,189470,"to 10m","KILKEA LODGE FARM",NA,"Kildare","37","Unknown","Good",NA,218,NA,NA,NA,NA,200,30,48,58,67,NA,NA,"Driller Seamus Kelly","Estimated Yield only"
"9","2617NWW253","OB 2",NA,"Borehole",23,18,"Bedrock Met",1999-11-29,274290,189470,"to 10m","KILKEA LODGE FARM",NA,"Kildare","37","Unknown",NA,NA,NA,NA,NA,NA,NA,200,18,NA,NA,NA,NA,NA,"Driller Seamus Kelly","DRILLER- S.KELLY.  METHOD- AIR ROTARY.  WELL DIAMETER- 200mm (0-23m).  SCREEN- 17-23m"
"10","2619SWW395","ILC WELL NO 1430",NA,"Unknown",30.5,NA,"DTB Unknown",NA,270890,190840,"to 10m","BALLYROE",NA,"Kildare","37","Unknown","Poor","III",25.3,NA,NA,NA,41.5,152,NA,NA,NA,NA,NA,"LOUGHMAN ESTATE",NA,"BAILER YIELD: 49.1m3/DAY.  WL BEFORE AND AFTER: 11.3m AND 12.5m"
"11","2621NEW064","TW11","KILDARE COUNTY COUNCIL","Borehole",90,10,NA,2000-06-24,277860,226370,"to 10m","BROCKAGH",NA,"Kildare","13","Unknown","Good","II",306,NA,NA,10.1,30.3,150,10,70,NA,NA,NA,NA,NA,"DRILLER- GLOVERS SITE INVEST. LTD.  DIAMETER- 200mm (0-10m) 150mm (10-90m).  STEEL CASING.  STRONG INFLOW @ 70-80m"
"12","2621NEW065","TW12","KILDARE COUNTY COUNCIL","Borehole",90,10,"Bedrock Met",2000-06-23,277970,226390,"to 10m","BROCKAGH",NA,"Kildare","13","Unknown","Excellent","III",447,NA,NA,25.46,17.56,150,10,70,NA,NA,NA,NA,NA,"DRILLER-GLOVERS SITE INVEST.  DIAMETER- 200mm (0-10m)  150mm (10-90m).  STEEL CASING.  STRONG INFLOW AT STRIKE 2"
"13","2621NEW067","BH 3","KILDARE COUNTY COUNCIL","Borehole",12,NA,"Bedrock Not Met",1998-11-24,278290,225890,"to 10m","DERRYMULLEN",NA,"Kildare","13","Unknown","Excellent","I",1030,NA,NA,NA,255,140,NA,NA,NA,NA,NA,"ROBERTSTOWN SEWAGE WORKS",NA,"DRILLER- GLOVER SITE INVEST. LTD.  DIAMETER- 150mm (0-12m)  SCREEN- 7-12m"
"14","2621NEW068","MW 1","KILDARE COUNTY COUNCIL","Borehole",7.6,NA,"Bedrock Not Met",2000-09-05,279720,225450,"to 10m","ROBERTSTOWN EAST",NA,"Kildare","13","Unknown",NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,"DRILLER- GLOVERS.  MONITORING WELL.  DIAMETER- 200mm (0-7.6m).  SCREEN- 4.6-7.6m"
"15","2621NEW069","BH 5/MW 2","KILDARE COUNTY COUNCIL","Borehole",13.8,13.4,NA,2000-06-01,279530,225360,"to 10m","ROBERTSTOWN EAST",NA,"Kildare","13","Unknown",NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,"DRILLER- GLOVERS.  TRIAL WELL.  DIAMETER- 200mm (0-13m).  SCREEN- 4.4-11.4m.  AIR LIFTED.  YIELD VARIES FROM FAILURE TO EXCELLENT."
"16","2621NEW070","BH 6/MW3","KILDARE COUNTY COUNCIL","Borehole",8.8,NA,"Bedrock Not Met",NA,279820,225140,"to 10m","MYLERSTOWN",NA,"Kildare","13","Unknown",NA,NA,NA,NA,NA,NA,NA,125,NA,NA,NA,NA,NA,NA,NA,"DRILLER- GLOVERS.  DIAMETER- 200mm (0-8.7m).  SCREEN- 5.7-8.7m.  ARTESIAN"
"17","2621NEW071","MW4","KILDARE COUNTY COUNCIL","Borehole",7.8,NA,"Bedrock Not Met",2000-09-06,279930,225290,"to 10m","MYLERSTOWN",NA,"Kildare","13","Unknown",NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,"DRILLER- GLOVERS.  MONITORING WELL.  DIAMETER- 200mm (0-7.8m)  SCREEN- 4.8-7.8m"
